taxon_id,lookup_name,scientific_name,authorship,taxon_rank,family,genus,chinese_name
wcvp:252914,Magnolia chapensis,Magnolia chapensis,(Dandy) Sima,species,Magnoliaceae,Magnolia,乐昌含笑
wcvp:252915,Magnolia coriacea,Magnolia coriacea,(Hung T.Chang & B.L.Chen) Figlar,species,Magnoliaceae,Magnolia,西畴含笑
wcvp:252919,Magnolia doltsopa,Magnolia doltsopa,(Buch.-Ham. ex DC.) Figlar,species,Magnoliaceae,Magnolia,南亚含笑
wcvp:252921,Magnolia ernestii,Magnolia ernestii,Figlar,species,Magnoliaceae,Magnolia,峨眉含笑
wcvp:252924,Magnolia flaviflora,Magnolia flaviflora,(Y.W.Law & Y.F.Wu) Figlar,species,Magnoliaceae,Magnolia,素黄含笑
wcvp:252925,Magnolia floribunda,Magnolia floribunda,(Finet & Gagnep.) Figlar,species,Magnoliaceae,Magnolia,多花含笑
wcvp:252927,Magnolia foveolata,Magnolia foveolata,(Merr. ex Dandy) Figlar,species,Magnoliaceae,Magnolia,金叶含笑
wcvp:252928,Magnolia fujianensis,Magnolia fujianensis,(Q.F.Zheng) Figlar,species,Magnoliaceae,Magnolia,福建含笑
wcvp:252929,Magnolia fulva,Magnolia fulva,(Hung T.Chang & B.L.Chen) Figlar,species,Magnoliaceae,Magnolia,棕毛含笑
wcvp:252930,Magnolia guangxiensis,Magnolia guangxiensis,(Y.W.Law & R.Z.Zhou) Sima,species,Magnoliaceae,Magnolia,广西含笑
wcvp:252934,Magnolia jigongshanensis,Magnolia × jigongshanensis,"T.B.Chao, D.L.Fu & W.B.Sun",species,Magnoliaceae,Magnolia,鸡公山玉兰
wcvp:252936,Magnolia kisopa,Magnolia kisopa,(Buch.-Ham. ex DC.) Figlar,species,Magnoliaceae,Magnolia,西藏含笑
wcvp:252938,Magnolia kwangsiensis,Magnolia kwangsiensis,Figlar & Noot.,species,Magnoliaceae,Magnolia,焕镛木
wcvp:252939,Magnolia lacei,Magnolia lacei,(W.W.Sm.) Figlar,species,Magnoliaceae,Magnolia,壮丽含笑
wcvp:252940,Magnolia laevifolia,Magnolia laevifolia,(Y.W.Law & Y.F.Wu) Noot.,species,Magnoliaceae,Magnolia,云南含笑
wcvp:252941,Magnolia lanuginosa,Magnolia lanuginosa,(Wall.) Figlar & Noot.,species,Magnoliaceae,Magnolia,绒毛含笑
wcvp:252943,Magnolia leveilleana,Magnolia leveilleana,(Dandy) Figlar,species,Magnoliaceae,Magnolia,长柄含笑
wcvp:252945,Magnolia macclurei,Magnolia macclurei,(Dandy) Figlar,species,Magnoliaceae,Magnolia,醉香含笑
wcvp:261626,Rhynchospora chinensis,Rhynchospora chinensis,Nees & Meyen,species,Cyperaceae,Rhynchospora,华刺子莞
wcvp:261661,Rhynchospora corymbosa,Rhynchospora corymbosa,(L.) Britton,species,Cyperaceae,Rhynchospora,三俭草
wcvp:261994,Rhynchospora malasica,Rhynchospora malasica,C.B.Clarke,species,Cyperaceae,Rhynchospora,日本刺子莞
wcvp:262202,Rhynchospora rubra,Rhynchospora rubra,(Lour.) Makino,species,Cyperaceae,Rhynchospora,刺子莞
wcvp:262210,Rhynchospora rugosa,Rhynchospora rugosa,(Vahl) Gale,species,Cyperaceae,Rhynchospora,皱刺子莞
wcvp:262312,Rhynchospora submarginata,Rhynchospora submarginata,Kük.,species,Cyperaceae,Rhynchospora,类缘刺子莞
wcvp:262409,Rhynchospora wrightiana,Rhynchospora wrightiana,Boeckeler,species,Cyperaceae,Rhynchospora,柔弱刺子莞
wcvp:258934,Plagiostachys austrosinensis,Plagiostachys austrosinensis,T.L.Wu & S.J.Chen,species,Zingiberaceae,Plagiostachys,偏穗姜
wcvp:259377,Pollia hasskarlii,Pollia hasskarlii,R.S.Rao,species,Commelinaceae,Pollia,大杜若
wcvp:259380,Pollia japonica,Pollia japonica,Thunb.,species,Commelinaceae,Pollia,杜若
wcvp:259383,Pollia macrobracteata,Pollia macrobracteata,D.Y.Hong,species,Commelinaceae,Pollia,大苞杜若
wcvp:259387,Pollia miranda,Pollia miranda,(H.Lév.) H.Hara,species,Commelinaceae,Pollia,川杜若
wcvp:259395,Pollia secundiflora,Pollia secundiflora,(Blume) Bakh.f.,species,Commelinaceae,Pollia,长花枝杜若
wcvp:259402,Pollia subumbellata,Pollia subumbellata,C.B.Clarke,species,Commelinaceae,Pollia,伞花杜若
wcvp:259406,Pollia thyrsiflora,Pollia thyrsiflora,(Blume) Steud.,species,Commelinaceae,Pollia,密花杜若
wcvp:259433,Pommereschea lackneri,Pommereschea lackneri,Witte,species,Zingiberaceae,Pommereschea,直唇姜
wcvp:259467,Pontederia crassipes,Pontederia crassipes,Mart.,species,Pontederiaceae,Pontederia,凤眼莲
wcvp:259473,Pontederia hastata,Pontederia hastata,L.,species,Pontederiaceae,Pontederia,箭叶雨久花
wcvp:259516,Pontederia vaginalis,Pontederia vaginalis,Burm.f.,species,Pontederiaceae,Pontederia,鸭舌草
wcvp:260511,Pyrgophyllum yunnanense,Pyrgophyllum yunnanense,(Gagnep.) T.L.Wu & Z.Y.Chen,species,Zingiberaceae,Pyrgophyllum,苞叶姜
wcvp:262561,Roscoea alpina,Roscoea alpina,Royle,species,Zingiberaceae,Roscoea,高山象牙参
wcvp:262563,Roscoea auriculata,Roscoea auriculata,K.Schum.,species,Zingiberaceae,Roscoea,耳叶象牙参
wcvp:262565,Roscoea bhutanica,Roscoea bhutanica,Ngamr.,species,Zingiberaceae,Roscoea,藏南象牙参
wcvp:262569,Roscoea brandisii,Roscoea brandisii,(King ex Baker) K.Schum.,species,Zingiberaceae,Roscoea,卡西象牙参
wcvp:262571,Roscoea capitata,Roscoea capitata,Sm.,species,Zingiberaceae,Roscoea,头花象牙参
wcvp:262578,Roscoea debilis,Roscoea debilis,Gagnep.,species,Zingiberaceae,Roscoea,长柄象牙参
wcvp:262584,Roscoea forrestii,Roscoea forrestii,Cowley,species,Zingiberaceae,Roscoea,大理象牙参
wcvp:262587,Roscoea humeana,Roscoea humeana,Balf.f. & W.W.Sm.,species,Zingiberaceae,Roscoea,大花象牙参
wcvp:262595,Roscoea kunmingensis,Roscoea kunmingensis,S.Q.Tong,species,Zingiberaceae,Roscoea,昆明象牙参
wcvp:262602,Roscoea praecox,Roscoea praecox,K.Schum.,species,Zingiberaceae,Roscoea,先花象牙参
wcvp:262605,Roscoea purpurea,Roscoea purpurea,Sm.,species,Zingiberaceae,Roscoea,象牙参
wcvp:262611,Roscoea schneideriana,Roscoea schneideriana,(Loes.) Cowley,species,Zingiberaceae,Roscoea,无柄象牙参
wcvp:262612,Roscoea scillifolia,Roscoea scillifolia,(Gagnep.) Cowley,species,Zingiberaceae,Roscoea,绵枣象牙参
wcvp:262617,Roscoea tibetica,Roscoea tibetica,Batalin,species,Zingiberaceae,Roscoea,藏象牙参
wcvp:262621,Roscoea wardii,Roscoea wardii,Cowley,species,Zingiberaceae,Roscoea,苍白象牙参
wcvp:263928,Scirpus chunianus,Scirpus chunianus,Tang & F.T.Wang,species,Cyperaceae,Scirpus,陈氏藨草
wcvp:264206,Scirpus hainanensis,Scirpus hainanensis,S.M.Huang,species,Cyperaceae,Scirpus,海南藨草
wcvp:264317,Scirpus karuisawensis,Scirpus karuisawensis,Makino,species,Cyperaceae,Scirpus,华东藨草
wcvp:264421,Scirpus lushanensis,Scirpus lushanensis,Ohwi,species,Cyperaceae,Scirpus,庐山藨草
wcvp:264466,Scirpus maximowiczii,Scirpus maximowiczii,C.B.Clarke,species,Cyperaceae,Scirpus,佛焰苞藨草
wcvp:264630,Scirpus orientalis,Scirpus orientalis,Ohwi,species,Cyperaceae,Scirpus,东方藨草
wcvp:264774,Scirpus radicans,Scirpus radicans,Schkuhr,species,Cyperaceae,Scirpus,东北藨草
wcvp:264817,Scirpus rosthornii,Scirpus rosthornii,Diels,species,Cyperaceae,Scirpus,百球藨草
wcvp:265007,Scirpus ternatanus,Scirpus ternatanus,Reinw. ex Miq.,species,Cyperaceae,Scirpus,百穗藨草
wcvp:265141,Scirpus wichurae,Scirpus wichurae,Boeckeler,species,Cyperaceae,Scirpus,球穗藨草
wcvp:265215,Scleria biflora,Scleria biflora,Roxb.,species,Cyperaceae,Scleria,二花珍珠茅
wcvp:265266,Scleria ciliaris,Scleria ciliaris,Nees,species,Cyperaceae,Scleria,华珍珠茅
wcvp:265290,Scleria corymbosa,Scleria corymbosa,Roxb.,species,Cyperaceae,Scleria,伞房珍珠茅
wcvp:265325,Scleria dulungensis,Scleria dulungensis,P.C.Li,species,Cyperaceae,Scleria,独龙珍珠茅
wcvp:265392,Scleria harlandii,Scleria harlandii,Hance,species,Cyperaceae,Scleria,圆秆珍珠茅
wcvp:265428,Scleria jiangchengensis,Scleria jiangchengensis,Y.Y.Qian,species,Cyperaceae,Scleria,江城珍珠茅
wcvp:265460,Scleria laxa,Scleria laxa,R.Br.,species,Cyperaceae,Scleria,疏松珍珠茅
wcvp:265465,Scleria levis,Scleria levis,Retz.,species,Cyperaceae,Scleria,毛果珍珠茅
wcvp:265470,Scleria lithosperma,Scleria lithosperma,(L.) Sw.,species,Cyperaceae,Scleria,石果珍珠茅
wcvp:265543,Scleria muehlenbergii,Scleria muehlenbergii,Steud.,species,Cyperaceae,Scleria,疏松珍珠茅
wcvp:265558,Scleria neesii,Scleria neesii,Kunth,species,Cyperaceae,Scleria,柄果珍珠茅
wcvp:265565,Scleria novae-hollandiae,Scleria novae-hollandiae,Boeckeler,species,Cyperaceae,Scleria,角架珍珠茅
wcvp:265568,Scleria oblata,Scleria oblata,S.T.Blake ex J.Kern,species,Cyperaceae,Scleria,扁果珍珠茅
wcvp:265589,Scleria parvula,Scleria parvula,Steud.,species,Cyperaceae,Scleria,小型珍珠茅
wcvp:265598,Scleria pergracilis,Scleria pergracilis,(Nees) Kunth,species,Cyperaceae,Scleria,纤秆珍珠茅
wcvp:265614,Scleria poiformis,Scleria poiformis,Retz.,species,Cyperaceae,Scleria,稻形珍珠茅
wcvp:265627,Scleria psilorrhiza,Scleria psilorrhiza,C.B.Clarke,species,Cyperaceae,Scleria,细根茎珍珠茅
wcvp:265635,Scleria purpurascens,Scleria purpurascens,Steud.,species,Cyperaceae,Scleria,紫花珍珠茅
wcvp:265650,Scleria radula,Scleria radula,Hance,species,Cyperaceae,Scleria,光果珍珠茅
wcvp:265674,Scleria rugosa,Scleria rugosa,R.Br.,species,Cyperaceae,Scleria,垂序珍珠茅
wcvp:265695,Scleria scrobiculata,Scleria scrobiculata,Nees & Meyen,species,Cyperaceae,Scleria,轮叶珍珠茅
wcvp:265744,Scleria sumatrensis,Scleria sumatrensis,Retz.,species,Cyperaceae,Scleria,印尼珍珠茅
wcvp:265755,Scleria terrestris,Scleria terrestris,(L.) Fassett,species,Cyperaceae,Scleria,高秆珍珠茅
wcvp:265773,Scleria tonkinensis,Scleria tonkinensis,C.B.Clarke,species,Cyperaceae,Scleria,越南珍珠茅
wcvp:265933,Siliquamomum tonkinense,Siliquamomum tonkinense,Baill.,species,Zingiberaceae,Siliquamomum,长果姜
wcvp:265960,Sirindhornia monophylla,Sirindhornia monophylla,(Collett & Hemsl.) H.A.Pedersen & Suksathan,species,Orchidaceae,Sirindhornia,毛轴兰
wcvp:265961,Sirindhornia pulchella,Sirindhornia pulchella,H.A.Pedersen & Indham.,species,Orchidaceae,Sirindhornia,怒江毛轴兰
wcvp:266020,Sparganium angustifolium,Sparganium angustifolium,Michx.,species,Typhaceae,Sparganium,线叶黑三棱
wcvp:266044,Sparganium emersum,Sparganium emersum,Rehmann,species,Typhaceae,Sparganium,小黑三棱
wcvp:266073,Sparganium fallax,Sparganium fallax,Graebn.,species,Typhaceae,Sparganium,曲轴黑三棱
wcvp:266080,Sparganium glomeratum,Sparganium glomeratum,(Laest. ex Beurl.) Beurl.,species,Typhaceae,Sparganium,短序黑三棱
wcvp:266084,Sparganium gramineum,Sparganium gramineum,Georgi,species,Typhaceae,Sparganium,矮黑三棱
wcvp:266086,Sparganium hyperboreum,Sparganium hyperboreum,Laest. ex Beurl.,species,Typhaceae,Sparganium,无柱黑三棱
wcvp:266092,Sparganium limosum,Sparganium limosum,Y.D.Chen,species,Typhaceae,Sparganium,沼生黑三棱
wcvp:266110,Sparganium natans,Sparganium natans,L.,species,Typhaceae,Sparganium,矮黑三棱
wcvp:266175,Sparganium stoloniferum,Sparganium stoloniferum,(Buch.-Ham. ex Graebn.) Buch.-Ham. ex Juz.,species,Typhaceae,Sparganium,黑三棱
wcvp:266176,Sparganium subglobosum,Sparganium subglobosum,Morong,species,Typhaceae,Sparganium,狭叶黑三棱
wcvp:266187,Sparganium yunnanense,Sparganium yunnanense,Y.D.Chen,species,Typhaceae,Sparganium,云南黑三棱
wcvp:266205,Spatholirion elegans,Spatholirion elegans,(Cherfils) C.Y.Wu,species,Commelinaceae,Spatholirion,矩叶吉祥草
wcvp:266206,Spatholirion longifolium,Spatholirion longifolium,(Gagnep.) Dunn,species,Commelinaceae,Spatholirion,竹叶吉祥草
wcvp:266715,Stachyphrynium placentarium,Stachyphrynium placentarium,(Lour.) Clausager & Borchs.,species,Marantaceae,Stachyphrynium,尖苞柊叶
wcvp:266717,Stachyphrynium spicatum,Stachyphrynium spicatum,(Roxb.) K.Schum.,species,Marantaceae,Stachyphrynium,穗花柊叶
wcvp:262906,Schoenoplectiella articulata,Schoenoplectiella articulata,(L.) Lye,species,Cyperaceae,Schoenoplectiella,节苞萤蔺
wcvp:262913,Schoenoplectiella juncoides,Schoenoplectiella juncoides,(Roxb.) Lye,species,Cyperaceae,Schoenoplectiella,萤蔺
wcvp:262915,Schoenoplectiella lateriflora,Schoenoplectiella lateriflora,(J.F.Gmel.) Lye,species,Cyperaceae,Schoenoplectiella,稻田萤蔺
wcvp:262928,Schoenoplectiella supina,Schoenoplectiella supina,(L.) Lye,species,Cyperaceae,Schoenoplectiella,仰卧秆萤蔺
wcvp:262930,Schoenoplectiella wallichii,Schoenoplectiella wallichii,(Nees) Lye,species,Cyperaceae,Schoenoplectiella,猪毛草
wcvp:262965,Schoenoplectus ehrenbergii,Schoenoplectus ehrenbergii,(Boeckeler) Soják,species,Cyperaceae,Schoenoplectus,剑苞水葱
wcvp:262997,Schoenoplectus lacustris,Schoenoplectus lacustris,(L.) Palla,species,Cyperaceae,Schoenoplectus,沼生水葱
wcvp:260806,Ravenala madagascariensis,Ravenala madagascariensis,Sonn.,species,Strelitziaceae,Ravenala,旅人蕉
wcvp:263021,Schoenoplectus litoralis,Schoenoplectus litoralis,(Schrad.) Palla,species,Cyperaceae,Schoenoplectus,羽状刚毛水葱
wcvp:263096,Schoenoplectus subulatus,Schoenoplectus subulatus,(Vahl) Lye,species,Cyperaceae,Schoenoplectus,钻苞水葱
wcvp:263102,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,(C.C.Gmel.) Palla,species,Cyperaceae,Schoenoplectus,水葱
wcvp:263109,Schoenoplectus triqueter,Schoenoplectus triqueter,(L.) Palla,species,Cyperaceae,Schoenoplectus,三棱水葱
wcvp:263183,Schoenus apogon,Schoenus apogon,Roem. & Schult.,species,Cyperaceae,Schoenus,矮赤箭莎
wcvp:263221,Schoenus calostachyus,Schoenus calostachyus,(R.Br.) Roem. & Schult.,species,Cyperaceae,Schoenus,长穗赤箭莎
wcvp:263303,Schoenus falcatus,Schoenus falcatus,R.Br.,species,Cyperaceae,Schoenus,赤箭莎
wcvp:263450,Schoenus nudifructus,Schoenus nudifructus,C.Chen,species,Cyperaceae,Schoenus,无刚毛赤箭莎
wcvp:268390,Thismia taiwanensis,Thismia taiwanensis,"Sheng Z.Yang, R.M.K.Saunders & C.J.Hsu",species,Burmanniaceae,Thismia,台湾水玉杯
wcvp:267239,Strelitzia alba,Strelitzia alba,(L.f.) Skeels,species,Strelitziaceae,Strelitzia,扇芭蕉
wcvp:267253,Strelitzia nicolai,Strelitzia nicolai,Regel & Körn.,species,Strelitziaceae,Strelitzia,大鹤望兰
wcvp:267262,Strelitzia reginae,Strelitzia reginae,Banks,species,Strelitziaceae,Strelitzia,鹤望兰
wcvp:267327,Streptolirion volubile,Streptolirion volubile,Edgew.,species,Commelinaceae,Streptolirion,竹叶子
wcvp:267832,Tacca chantrieri,Tacca chantrieri,André,species,Dioscoreaceae,Tacca,箭根薯
wcvp:267851,Tacca leontopetaloides,Tacca leontopetaloides,(L.) Kuntze,species,Dioscoreaceae,Tacca,蒟蒻薯
wcvp:267878,Tacca plantaginea,Tacca plantaginea,(Hance) Drenth,species,Dioscoreaceae,Tacca,裂果薯
wcvp:267885,Tacca subflabellata,Tacca subflabellata,P.P.Ling & C.T.Ting,species,Dioscoreaceae,Tacca,扇苞蒟蒻薯
wcvp:261458,Rhopalephora scaberrima,Rhopalephora scaberrima,(Blume) Faden,species,Commelinaceae,Rhopalephora,钩毛子草
wcvp:261467,Rhynchanthus beesianus,Rhynchanthus beesianus,W.W.Sm.,species,Zingiberaceae,Rhynchanthus,喙花姜
wcvp:261498,Rhynchospora alba,Rhynchospora alba,(L.) Vahl,species,Cyperaceae,Rhynchospora,白鳞刺子莞
wcvp:261553,Rhynchospora berteroi,Rhynchospora berteroi,(Spreng.) C.B.Clarke,species,Cyperaceae,Rhynchospora,短叶水蜈蚣
wcvp:270513,Tradescantia zebrina,Tradescantia zebrina,Regel,species,Commelinaceae,Tradescantia,吊竹梅
wcvp:270590,Tricarpelema xizangense,Tricarpelema xizangense,D.Y.Hong,species,Commelinaceae,Tricarpelema,西藏三瓣果
wcvp:270656,Trichophorum alpinum,Trichophorum alpinum,(L.) Pers.,species,Cyperaceae,Trichophorum,蔺藨草
wcvp:270669,Trichophorum distigmaticum,Trichophorum distigmaticum,(Kük.) T.V.Egorova,species,Cyperaceae,Trichophorum,双柱头蔺藨草
wcvp:270682,Trichophorum pumilum,Trichophorum pumilum,(Vahl) Schinz & Thell.,species,Cyperaceae,Trichophorum,矮蔺藨草
wcvp:270687,Trichophorum schansiense,Trichophorum schansiense,Hand.-Mazz.,species,Cyperaceae,Trichophorum,太行山蔺藨草
wcvp:270688,Trichophorum subcapitatum,Trichophorum subcapitatum,(Thwaites) D.A.Simpson,species,Cyperaceae,Trichophorum,玉山蔺藨草
wcvp:270035,Tinantia anomala,Tinantia anomala,(Torr.) C.B.Clarke,species,Commelinaceae,Tinantia,异型孀泪花
wcvp:270037,Tinantia erecta,Tinantia erecta,(Jacq.) Fenzl,species,Commelinaceae,Tinantia,孀泪花
wcvp:268132,Thalia geniculata,Thalia geniculata,L.,species,Marantaceae,Thalia,竹芋
wcvp:272599,Xyris complanata,Xyris complanata,R.Br.,species,Xyridaceae,Xyris,硬叶葱草
wcvp:270451,Tradescantia spathacea,Tradescantia spathacea,Sw.,species,Commelinaceae,Tradescantia,紫背万年青
wcvp:275162,Asparagus meioclados,Asparagus meioclados,H.Lév.,species,Asparagaceae,Asparagus,密齿天门冬
wcvp:275179,Asparagus munitus,Asparagus munitus,F.T.Wang & S.C.Chen,species,Asparagaceae,Asparagus,西南天门冬
wcvp:275180,Asparagus myriacanthus,Asparagus myriacanthus,F.T.Wang & S.C.Chen,species,Asparagaceae,Asparagus,多刺天门冬
wcvp:275184,Asparagus neglectus,Asparagus neglectus,Kar. & Kir.,species,Asparagaceae,Asparagus,新疆天门冬
wcvp:275197,Asparagus officinalis,Asparagus officinalis,L.,species,Asparagaceae,Asparagus,石刁柏
wcvp:275203,Asparagus oligoclonos,Asparagus oligoclonos,Maxim.,species,Asparagaceae,Asparagus,南玉带
wcvp:275241,Asparagus przewalskyi,Asparagus przewalskyi,N.A.Ivanova ex Grubov & T.V.Egorova,species,Asparagaceae,Asparagus,北天门冬
wcvp:275250,Asparagus racemosus,Asparagus racemosus,Willd.,species,Asparagaceae,Asparagus,长刺天门冬
wcvp:275283,Asparagus schoberioides,Asparagus schoberioides,Kunth,species,Asparagaceae,Asparagus,龙须菜
wcvp:275292,Asparagus setaceus,Asparagus setaceus,(Kunth) Jessop,species,Asparagaceae,Asparagus,文竹
wcvp:275295,Asparagus sichuanicus,Asparagus sichuanicus,S.C.Chen & D.Q.Liu,species,Asparagaceae,Asparagus,四川天门冬
wcvp:275337,Asparagus tibeticus,Asparagus tibeticus,F.T.Wang & S.C.Chen,species,Asparagaceae,Asparagus,西藏天门冬
wcvp:275342,Asparagus trichoclados,Asparagus trichoclados,(F.T.Wang & Tang) F.T.Wang & S.C.Chen,species,Asparagaceae,Asparagus,细枝天门冬
wcvp:275343,Asparagus trichophyllus,Asparagus trichophyllus,Bunge,species,Asparagaceae,Asparagus,曲枝天门冬
wcvp:275367,Asparagus yanbianensis,Asparagus yanbianensis,S.C.Chen,species,Asparagaceae,Asparagus,盐边天门冬
wcvp:275368,Asparagus yanyuanensis,Asparagus yanyuanensis,S.C.Chen,species,Asparagaceae,Asparagus,盐源天门冬
wcvp:272695,Xyris formosana,Xyris formosana,Hayata,species,Xyridaceae,Xyris,台湾黄眼草
wcvp:270966,Typha changbaiensis,Typha changbaiensis,M.Jiang Wu & Y.T.Zhao,species,Typhaceae,Typha,长白香蒲
wcvp:270969,Typha davidiana,Typha davidiana,(Kronf.) Hand.-Mazz.,species,Typhaceae,Typha,达香蒲
wcvp:270970,Typha domingensis,Typha domingensis,Pers.,species,Typhaceae,Typha,长苞香蒲
wcvp:270980,Typha elephantina,Typha elephantina,Roxb.,species,Typhaceae,Typha,象蒲
wcvp:271005,Typha latifolia,Typha latifolia,L.,species,Typhaceae,Typha,宽叶香蒲
wcvp:271021,Typha laxmannii,Typha laxmannii,Lepech.,species,Typhaceae,Typha,无苞香蒲
wcvp:271026,Typha lugdunensis,Typha lugdunensis,P.Chabert,species,Typhaceae,Typha,短序香蒲
wcvp:271039,Typha minima,Typha minima,Funck,species,Typhaceae,Typha,小香蒲
wcvp:271046,Typha orientalis,Typha orientalis,C.Presl,species,Typhaceae,Typha,香蒲
wcvp:271055,Typha przewalskii,Typha przewalskii,Skvortsov,species,Typhaceae,Typha,普香蒲
wcvp:272242,Wachendorfia paniculata,Wachendorfia paniculata,L.,species,Haemodoraceae,Wachendorfia,九龙盘
wcvp:272754,Xyris indica,Xyris indica,L.,species,Xyridaceae,Xyris,黄眼草
wcvp:272915,Xyris pauciflora,Xyris pauciflora,Willd.,species,Xyridaceae,Xyris,葱草
wcvp:275637,Aspidistra caespitosa,Aspidistra caespitosa,C.Pei,species,Asparagaceae,Aspidistra,丛生蜘蛛抱蛋
wcvp:275638,Aspidistra carinata,Aspidistra carinata,Y.Wan & X.H.Lu,species,Asparagaceae,Aspidistra,天峨蜘蛛抱蛋
wcvp:275645,Aspidistra ebianensis,Aspidistra ebianensis,K.Y.Lang & Z.Y.Zhu,species,Asparagaceae,Aspidistra,峨边蜘蛛抱蛋
wcvp:275646,Aspidistra elatior,Aspidistra elatior,Blume,species,Asparagaceae,Aspidistra,蜘蛛抱蛋
wcvp:275653,Aspidistra hainanensis,Aspidistra hainanensis,Chun & F.C.How,species,Asparagaceae,Aspidistra,海南蜘蛛抱蛋
wcvp:275654,Aspidistra hekouensis,Aspidistra hekouensis,"H.Li, C.L.Long & Bogner",species,Asparagaceae,Aspidistra,河口蜘蛛抱蛋
wcvp:275657,Aspidistra leshanensis,Aspidistra leshanensis,K.Y.Lang & Z.Y.Zhu,species,Asparagaceae,Aspidistra,乐山蜘蛛抱蛋
wcvp:275658,Aspidistra leyeensis,Aspidistra leyeensis,Y.Wan & C.C.Huang,species,Asparagaceae,Aspidistra,乐业蜘蛛抱蛋
wcvp:275665,Aspidistra luodianensis,Aspidistra luodianensis,D.D.Tao,species,Asparagaceae,Aspidistra,罗甸蜘蛛抱蛋
wcvp:275666,Aspidistra lurida,Aspidistra lurida,Ker Gawl.,species,Asparagaceae,Aspidistra,九龙盘
wcvp:275673,Aspidistra oblongifolia,Aspidistra oblongifolia,F.T.Wang & K.Y.Lang,species,Asparagaceae,Aspidistra,长圆叶蜘蛛抱蛋
wcvp:275675,Aspidistra patentiloba,Aspidistra patentiloba,Y.Wan & X.H.Lu,species,Asparagaceae,Aspidistra,柳江蜘蛛抱蛋
wcvp:275676,Aspidistra punctata,Aspidistra punctata,Lindl.,species,Asparagaceae,Aspidistra,斑点蜘蛛抱蛋
wcvp:275677,Aspidistra retusa,Aspidistra retusa,K.Y.Lang & S.Z.Huang,species,Asparagaceae,Aspidistra,广西蜘蛛抱蛋
wcvp:275678,Aspidistra saxicola,Aspidistra saxicola,Y.Wan,species,Asparagaceae,Aspidistra,石山蜘蛛抱蛋
wcvp:275679,Aspidistra sichuanensis,Aspidistra sichuanensis,K.Y.Lang & Z.Y.Zhu,species,Asparagaceae,Aspidistra,四川蜘蛛抱蛋
wcvp:275680,Aspidistra subrotata,Aspidistra subrotata,Y.Wan & C.C.Huang,species,Asparagaceae,Aspidistra,辐花蜘蛛抱蛋
wcvp:275684,Aspidistra typica,Aspidistra typica,Baill.,species,Asparagaceae,Aspidistra,卵叶蜘蛛抱蛋
wcvp:277567,Helonias alpina,Helonias alpina,(F.T.Wang & Tang) N.Tanaka,species,Melanthiaceae,Helonias,高山丫蕊花
wcvp:277600,Helonias thibetica,Helonias thibetica,(Franch.) N.Tanaka,species,Melanthiaceae,Helonias,甘肃丫蕊花
wcvp:277602,Helonias umbellata,Helonias umbellata,(Baker) N.Tanaka,species,Melanthiaceae,Helonias,胡麻花
wcvp:277606,Helonias yunnanensis,Helonias yunnanensis,(W.W.Sm. & Jeffrey) N.Tanaka,species,Melanthiaceae,Helonias,云南丫蕊花
wcvp:277635,Hemerocallis dumortieri,Hemerocallis dumortieri,C.Morren,species,Asphodelaceae,Hemerocallis,小萱草
wcvp:277656,Hemerocallis lilioasphodelus,Hemerocallis lilioasphodelus,L.,species,Asphodelaceae,Hemerocallis,北黄花菜
wcvp:277665,Hemerocallis middendorffii,Hemerocallis middendorffii,Trautv. & C.A.Mey.,species,Asphodelaceae,Hemerocallis,大苞萱草
wcvp:277668,Hemerocallis minor,Hemerocallis minor,Mill.,species,Asphodelaceae,Hemerocallis,小黄花菜
wcvp:277669,Hemerocallis multiflora,Hemerocallis multiflora,Stout,species,Asphodelaceae,Hemerocallis,多花萱草
wcvp:277670,Hemerocallis nana,Hemerocallis nana,W.W.Sm. & Forrest,species,Asphodelaceae,Hemerocallis,矮萱草
wcvp:277674,Hemerocallis plicata,Hemerocallis plicata,Stapf,species,Asphodelaceae,Hemerocallis,折叶萱草
wcvp:277986,Heteropolygonatum ginfushanicum,Heteropolygonatum ginfushanicum,"(F.T.Wang & Tang) M.N.Tamura, S.C.Chen & Turland",species,Asparagaceae,Heteropolygonatum,金佛山异黄精
wcvp:277987,Heteropolygonatum ogisui,Heteropolygonatum ogisui,M.N.Tamura & J.M.Xu,species,Asparagaceae,Heteropolygonatum,瓦屋山异黄精
wcvp:277988,Heteropolygonatum pendulum,Heteropolygonatum pendulum,(Z.G.Liu & X.H.Hu) M.N.Tamura & Ogisu,species,Asparagaceae,Heteropolygonatum,垂茎异黄精
wcvp:277989,Heteropolygonatum roseolum,Heteropolygonatum roseolum,M.N.Tamura & Ogisu,species,Asparagaceae,Heteropolygonatum,异黄精
wcvp:277990,Heteropolygonatum xui,Heteropolygonatum xui,W.K.Bao & M.N.Tamura,species,Asparagaceae,Heteropolygonatum,四川异黄精
wcvp:278297,Hippeastrum striatum,Hippeastrum striatum,(Lam.) H.E.Moore,species,Amaryllidaceae,Hippeastrum,朱顶红
wcvp:278320,Hippeastrum vittatum,Hippeastrum vittatum,(L'Hér.) Herb.,species,Amaryllidaceae,Hippeastrum,花朱顶红
wcvp:278402,Hosta albofarinosa,Hosta albofarinosa,D.Q.Wang,species,Asparagaceae,Hosta,白粉玉簪
